Run,Trial,Condition,Onset,Duration,ISI,Context,Emotion,Order,ContextFile,FaceFile,FaceNum,Gender
4,60,1,482.1695,5,3.221,Pleasant,Happy,1,2332.jpg,18F_H.png,18,Female
4,61,6,490.3905,5,4.9652,Unpleasant,Neutral,1,6200.jpg,06F_N.png,06,Female
4,62,4,500.3557,5,3.1595,Unpleasant,Fearful,1,3230.jpg,12F_F.png,12,Female
4,63,5,508.5152,5,2.6204,Unpleasant,Happy,1,9520.jpg,25M_H.png,25,Male
4,64,6,516.1356,5,4.4098,Unpleasant,Neutral,1,9290.jpg,08F_N.png,08,Female
4,65,5,525.5454,5,2.152,Unpleasant,Happy,1,9185.jpg,35M_H.png,35,Male
4,66,4,532.6975,5,2.1009,Unpleasant,Fearful,1,9491.jpg,19F_F.png,19,Female
4,67,2,539.7984,5,3.2418,Pleasant,Fearful,1,5831.jpg,17F_F.png,17,Female
4,68,3,548.0402,5,2.9949,Pleasant,Neutral,1,2388.jpg,07F_N.png,07,Female
4,69,4,556.03510000000006,5,3.3107,Unpleasant,Fearful,1,9427.jpg,39M_F.png,39,Male
4,70,6,564.3457,5,2.8579,Unpleasant,Neutral,1,9428.jpg,18F_F.png,18,Female
4,71,2,572.2036,5,2.966,Pleasant,Fearful,1,1604.jpg,05F_F.png,05,Female
4,72,1,580.1697,5,10,Pleasant,Happy,1,7480.jpg,10F_F.png,10,Female
5,1,1,10,5,2.125,Pleasant,Happy,1,8210.jpg,22M_H.png,22,Male
5,2,2,17.125,5,2.5843,Pleasant,Fearful,1,2058.jpg,39M_F.png,39,Male
5,3,6,24.7093,5,2.2328,Unpleasant,Neutral,1,9145.jpg,10F_N.png,10,Female
5,4,3,31.9421,5,2.5204,Pleasant,Neutral,1,7492.jpg,15F_N.png,15,Female
5,5,5,39.4625,5,2.1552,Unpleasant,Happy,1,2053.jpg,35M_H.png,35,Male
5,6,1,46.6178,5,2.6504,Pleasant,Happy,1,5829.jpg,06F_H.png,06,Female
5,7,4,54.2682,5,2.5162,Unpleasant,Fearful,1,9220.jpg,13F_F.png,13,Female
5,8,2,61.7843,5,2.6685,Pleasant,Fearful,1,1441.jpg,12F_F.png,12,Female
5,9,1,69.4529,5,3.7773,Pleasant,Happy,1,2311.jpg,17F_H.png,17,Female
5,10,6,78.2302,5,2.0466,Unpleasant,Neutral,1,2703.jpg,14F_N.png,14,Female
5,11,3,85.2768,5,3.3664,Pleasant,Neutral,1,2388.jpg,16F_N.png,16,Female
5,12,5,93.6432,5,2.0076,Unpleasant,Happy,1,9295.jpg,18F_H.png,18,Female
5,13,4,100.6509,5,2.4226,Unpleasant,Fearful,1,3180.jpg,07F_F.png,07,Female
5,14,3,108.0735,5,2.995,Pleasant,Neutral,1,2080.jpg,43M_N.png,43,Male
5,15,6,116.0685,5,2.5232,Unpleasant,Neutral,1,3230.jpg,20M_N.png,20,Male
5,16,2,123.5917,5,4.1687,Pleasant,Fearful,1,2314.jpg,02F_F.png,02,Female
5,17,5,132.7604,5,2.9896,Unpleasant,Happy,1,6200.jpg,19F_H.png,19,Female
5,18,1,140.75,5,2.9485,Pleasant,Happy,1,2398.jpg,07F_H.png,07,Female
5,19,4,148.6985,5,2.9081,Unpleasant,Fearful,1,9590.jpg,27M_F.png,27,Male
5,20,6,156.6066,5,3.3213,Unpleasant,Neutral,1,2345.1.jpg,02F_N.png,02,Female
5,21,2,164.9279,5,3.3239,Pleasant,Fearful,1,5200.jpg,17F_F.png,17,Female
5,22,5,173.2518,5,2.4443,Unpleasant,Happy,1,9611.jpg,01F_H.png,01,Female
5,23,3,180.6961,5,2.2108,Pleasant,Neutral,1,2304.jpg,07F_N.png,07,Female
5,24,3,187.9069,5,2.4249,Pleasant,Neutral,1,4622.jpg,12F_N.png,12,Female
5,25,4,195.3319,5,2.6371000000000002,Unpleasant,Fearful,1,9427.jpg,18F_F.png,18,Female
5,26,5,202.969,5,2.995,Unpleasant,Happy,1,9007.jpg,38M_H.png,38,Male
5,27,6,210.964,5,2.5543,Unpleasant,Neutral,1,2205.jpg,13F_N.png,13,Female
5,28,1,218.5183,5,2.2391,Pleasant,Happy,1,8496.jpg,25M_H.png,25,Male
5,29,4,225.7574,5,2.982,Unpleasant,Fearful,1,9452.jpg,31M_F.png,31,Male
5,30,2,233.7395,5,2.4237,Pleasant,Fearful,1,1920.jpg,09F_F.png,09,Female
5,31,5,241.1632,5,4.4816,Unpleasant,Happy,1,9832.jpg,23M_H.png,23,Male
5,32,1,250.6448,5,3.3989,Pleasant,Happy,1,8420.jpg,37M_H.png,37,Male
5,33,3,259.0437,5,3.304,Pleasant,Neutral,1,2332.jpg,01F_N.png,01,Female
5,34,4,267.3477,5,4.1687,Unpleasant,Fearful,1,2900.jpg,08F_F.png,08,Female
5,35,2,276.5164,5,2.2534,Pleasant,Fearful,1,5811.jpg,34M_F.png,34,Male
5,36,3,283.7698,5,2.1381,Pleasant,Neutral,1,8461.jpg,35M_N.png,35,Male
5,37,4,290.9079,5,4.1052,Unpleasant,Fearful,1,9520.jpg,38M_F.png,38,Male
5,38,6,300.0131,5,3.1544,Unpleasant,Neutral,1,6571.jpg,34M_N.png,34,Male
5,39,5,308.1674,5,2.0039,Unpleasant,Happy,1,9330.jpg,36M_H.png,36,Male
5,40,1,315.1713,5,2.6371000000000002,Pleasant,Happy,1,5551.jpg,02F_H.png,02,Female
5,41,1,322.8085,5,2.5543,Pleasant,Happy,1,1463.jpg,03F_H.png,03,Female
5,42,3,330.3628,5,4.3895,Pleasant,Neutral,1,2360.jpg,39M_N.png,39,Male
5,43,2,339.7523,5,2.1156,Pleasant,Fearful,1,2341.jpg,36M_F.png,36,Male
5,44,4,346.8679,5,2.4299,Unpleasant,Fearful,1,9342.jpg,30M_F.png,30,Male
5,45,3,354.2978,5,4.3496,Pleasant,Neutral,1,5836.jpg,40M_N.png,40,Male
5,46,1,363.6473,5,2.0373,Pleasant,Happy,1,8540.jpg,10F_H.png,10,Female
5,47,6,370.6846,5,3.3506,Unpleasant,Neutral,1,9903.jpg,29M_N.png,29,Male
5,48,5,379.0353,5,2.4505,Unpleasant,Happy,1,9419.jpg,24M_H.png,24,Male
5,49,4,386.4858,5,5.2886,Unpleasant,Fearful,1,9290.jpg,33M_F.png,33,Male
5,50,6,396.7744,5,3.0805,Unpleasant,Neutral,1,2301.jpg,08F_N.png,08,Female
5,51,2,404.8549,5,3.4174,Pleasant,Fearful,1,5780.jpg,19F_F.png,19,Female
5,52,5,413.2723,5,2.679,Unpleasant,Happy,1,9428.jpg,41M_H.png,41,Male
5,53,3,420.9513,5,2.7379,Pleasant,Neutral,1,2050.jpg,23M_N.png,23,Male
5,54,1,428.6892,5,2.1184,Pleasant,Happy,1,5760.jpg,21M_H.png,21,Male
5,55,2,435.8077,5,2.2686,Pleasant,Fearful,1,5202.jpg,01F_F.png,01,Female
5,56,5,443.0762,5,2.4517,Unpleasant,Happy,1,2456.jpg,14F_H.png,14,Female
5,57,3,450.5279,5,2.7132,Pleasant,Neutral,1,8380.jpg,26M_N.png,26,Male
5,58,6,458.2412,5,3.6315,Unpleasant,Neutral,1,2141.jpg,06F_N.png,06,Female
5,59,2,466.8726,5,2.9644,Pleasant,Fearful,1,2070.jpg,28M_F.png,28,Male
5,60,1,474.837,5,2.4249,Pleasant,Happy,1,1604.jpg,30M_H.png,30,Male
5,61,6,482.2619,5,2.9081,Unpleasant,Neutral,1,9905.jpg,32M_N.png,32,Male
5,62,4,490.17,5,2.1009,Unpleasant,Fearful,1,9424.jpg,42M_F.png,42,Male
5,63,5,497.271,5,5.2886,Unpleasant,Happy,1,9185.jpg,11F_H.png,11,Female
5,64,6,507.5596,5,5.1517,Unpleasant,Neutral,1,9120.jpg,18F_N.png,18,Female
5,65,5,517.7113,5,2.4121,Unpleasant,Happy,1,6311.jpg,29M_H.png,29,Male
5,66,4,525.1234,5,2.8663,Unpleasant,Fearful,1,6242.jpg,32M_F.png,32,Male
5,67,2,532.9897,5,2.4637,Pleasant,Fearful,1,5831.jpg,24M_F.png,24,Male
5,68,3,540.4534,5,3.5498,Pleasant,Neutral,1,7480.jpg,37M_N.png,37,Male
5,69,6,549.0032,5,4.9049,Unpleasant,Neutral,1,9426.jpg,34M_N.png,34,Male
5,70,4,558.9081,5,3.5151,Unpleasant,Fearful,1,9491.jpg,10F_F.png,10,Female
5,71,2,567.4232,5,4.3629,Pleasant,Fearful,1,1460.jpg,02F_H.png,02,Female
5,72,1,576.7861,5,10,Pleasant,Happy,1,2156.jpg,14F_H.png,14,Female
1,1,1,10,5,2.2598,Pleasant,Happy,2,2260.jpg,27M_H.png,27,Male
1,2,2,17.2598,5,2.3653,Pleasant,Fearful,2,2530.jpg,26M_F.png,26,Male
1,3,6,24.6251,5,2.4026,Unpleasant,Neutral,2,9830.jpg,13F_N.png,13,Female
1,4,3,32.0278,5,2.4382,Pleasant,Neutral,2,2345.jpg,30M_N.png,30,Male
1,5,5,39.466,5,3.24,Unpleasant,Happy,2,3220.jpg,19F_H.png,19,Female
1,6,1,47.706,5,2.0014,Pleasant,Happy,2,1630.jpg,09F_H.png,09,Female
1,7,4,54.7075,5,2.1592,Unpleasant,Fearful,2,9561.jpg,25M_F.png,25,Male
1,8,2,61.8667,5,2.7921,Pleasant,Fearful,2,1600.jpg,17F_F.png,17,Female
1,9,1,69.6588,5,2.0861,Pleasant,Happy,2,5725.jpg,11F_H.png,11,Female
1,10,3,76.7449,5,2.1188,Pleasant,Neutral,2,5825.jpg,36M_N.png,36,Male
1,11,6,83.8637,5,2.6617,Unpleasant,Neutral,2,2455.jpg,12F_N.png,12,Female
1,12,5,91.5254,5,3.4491,Unpleasant,Happy,2,9340.jpg,34M_H.png,34,Male
1,13,4,99.9745,5,3.1013,Unpleasant,Fearful,2,6838.jpg,23M_F.png,23,Male
1,14,3,108.0757,5,2.1045,Pleasant,Neutral,2,2650.jpg,19F_N.png,19,Female
1,15,6,115.1803,5,2.7668,Unpleasant,Neutral,2,9530.jpg,17F_N.png,17,Female
1,16,2,122.9471,5,2.1045,Pleasant,Fearful,2,1610.jpg,37M_F.png,37,Male
1,17,5,130.0516,5,2.2454,Unpleasant,Happy,2,9911.jpg,05F_H.png,05,Female
1,18,1,137.297,5,4.1031,Pleasant,Happy,2,5210.jpg,02F_H.png,02,Female
1,19,4,146.4001,5,5.1061,Unpleasant,Fearful,2,2276.jpg,35M_F.png,35,Male
1,20,6,156.5063,5,2.7379,Unpleasant,Neutral,2,2751.jpg,31M_N.png,31,Male
1,21,2,164.2442,5,2.4867,Pleasant,Fearful,2,7470.jpg,10F_F.png,10,Female
1,22,5,171.7309,5,2.2108,Unpleasant,Happy,2,9423.jpg,28M_H.png,28,Male
1,23,3,178.9417,5,2.1937,Pleasant,Neutral,2,1440.jpg,33M_N.png,33,Male
1,24,3,186.1354,5,2.6806,Pleasant,Neutral,2,2550.jpg,22M_N.png,22,Male
1,25,4,193.816,5,3.6516,Unpleasant,Fearful,2,6825.jpg,21M_F.png,21,Male
1,26,5,202.4676,5,2.7907,Unpleasant,Happy,2,7380.jpg,20M_H.png,20,Male
1,27,6,210.2584,5,4.1222,Unpleasant,Neutral,2,9415.jpg,18F_N.png,18,Female
1,28,1,219.3806,5,3.304,Pleasant,Happy,2,2035.jpg,40M_H.png,40,Male
1,29,4,227.6845,5,3.1656,Unpleasant,Fearful,2,9430.jpg,16F_F.png,16,Female
1,30,2,235.8502,5,2.4472,Pleasant,Fearful,2,2071.jpg,11F_F.png,11,Female
1,31,5,243.2974,5,2.6961,Unpleasant,Happy,2,9184.jpg,33M_H.png,33,Male
1,32,1,250.9934,5,3.9509,Pleasant,Happy,2,5833.jpg,31M_H.png,31,Male
1,33,3,259.9444,5,2.0218,Pleasant,Neutral,2,7230.jpg,27M_N.png,27,Male
1,34,4,266.9662,5,2.5371,Unpleasant,Fearful,2,2717.jpg,43M_F.png,43,Male
1,35,2,274.5033,5,3.615,Pleasant,Fearful,2,5830.jpg,08F_F.png,08,Female
1,36,3,283.1182,5,2.3646,Pleasant,Neutral,2,1710.jpg,38M_N.png,38,Male
1,37,4,290.4829,5,3.2418,Unpleasant,Fearful,2,2691.jpg,15F_F.png,15,Female
1,38,6,298.7246,5,3.6536,Unpleasant,Neutral,2,9470.jpg,03F_N.png,03,Female
1,39,5,307.3782,5,3.3874,Unpleasant,Happy,2,9599.jpg,32M_H.png,32,Male
1,40,1,315.7655,5,2.0861,Pleasant,Happy,2,5001.jpg,13F_H.png,13,Female
1,41,1,322.8516,5,2.6532,Pleasant,Happy,2,5000.jpg,07F_H.png,07,Female
1,42,3,330.5048,5,4.9049,Pleasant,Neutral,2,2216.jpg,24M_N.png,24,Male
1,43,2,340.4097,5,3.6516,Pleasant,Fearful,2,2091.jpg,22M_F.png,22,Male
1,44,4,349.0613,5,2.4592,Unpleasant,Fearful,2,9909.jpg,03F_F.png,03,Female
1,45,3,356.5205,5,3.0811,Pleasant,Neutral,2,2598.jpg,21M_N.png,21,Male
1,46,1,364.6017,5,2.2625,Pleasant,Happy,2,2347.jpg,08F_H.png,08,Female
1,47,6,371.8642,5,3.2567,Unpleasant,Neutral,2,2490.jpg,09F_N.png,09,Female
1,48,5,380.1209,5,3.4723,Unpleasant,Happy,2,9920.jpg,39M_H.png,39,Male
1,49,4,388.5932,5,2.564,Unpleasant,Fearful,2,9425.jpg,06F_F.png,06,Female
1,50,6,396.1572,5,2.2105,Unpleasant,Neutral,2,9400.jpg,14F_N.png,14,Female
1,51,2,403.3678,5,2.2328,Pleasant,Fearful,2,2154.jpg,09F_F.png,09,Female
1,52,5,410.6006,5,3.2035,Unpleasant,Happy,2,9571.jpg,06F_H.png,06,Female
1,53,3,418.8041,5,2.7956,Pleasant,Neutral,2,7270.jpg,28M_N.png,28,Male
1,54,1,426.5996,5,2.1009,Pleasant,Happy,2,2040.jpg,15F_H.png,15,Female
1,55,2,433.7006,5,4.3133,Pleasant,Fearful,2,7330.jpg,05F_F.png,05,Female
1,56,5,443.0138,5,2.4382,Unpleasant,Happy,2,9900.jpg,42M_H.png,42,Male
1,57,3,450.4521,5,3.1054,Pleasant,Neutral,2,2387.jpg,25M_N.png,25,Male
1,58,6,458.5574,5,3.787,Unpleasant,Neutral,2,6220.jpg,41M_N.png,41,Male
1,59,2,467.3444,5,3.6516,Pleasant,Fearful,2,4626.jpg,15F_F.png,15,Female
1,60,1,475.996,5,2.2133,Pleasant,Happy,2,8497.jpg,12F_H.png,12,Female
1,61,6,483.2093,5,3.4338,Unpleasant,Neutral,2,6831.jpg,01F_N.png,01,Female
1,62,4,491.6432,5,4.1019,Unpleasant,Fearful,2,3300.jpg,20M_F.png,20,Male
1,63,5,500.7451,5,3.7388,Unpleasant,Happy,2,2375.1.jpg,43M_H.png,43,Male
1,64,6,509.4839,5,2.5118,Unpleasant,Neutral,2,7359.jpg,05F_N.png,05,Female
1,65,5,516.9957,5,3.1595,Unpleasant,Happy,2,2799.jpg,03F_H.png,03,Female
1,66,4,525.1552,5,2.9081,Unpleasant,Fearful,2,9031.jpg,41M_F.png,41,Male
1,67,2,533.0634,5,4.7272,Pleasant,Fearful,2,2340.jpg,29M_F.png,29,Male
1,68,3,542.7906,5,3.2823,Pleasant,Neutral,2,2045.jpg,11F_N.png,11,Female
1,69,6,551.0729,5,3.787,Unpleasant,Neutral,2,9291.jpg,02F_H.png,02,Female
1,70,4,559.8598,5,2.4226,Unpleasant,Fearful,2,9332.jpg,40M_F.png,40,Male
1,71,2,567.2824,5,2.2625,Pleasant,Fearful,2,7200.jpg,11F_N.png,11,Female
1,72,1,574.545,5,10,Pleasant,Happy,2,2395.jpg,08F_H.png,08,Female
2,1,1,10,5,3.6536,Pleasant,Happy,2,2040.jpg,26M_H.png,26,Male
2,2,2,18.6536,5,2.5118,Pleasant,Fearful,2,2216.jpg,03F_F.png,03,Female
2,3,6,26.1654,5,3.304,Unpleasant,Neutral,2,9031.jpg,30M_N.png,30,Male
2,4,3,34.4693,5,2.3029,Pleasant,Neutral,2,2345.jpg,38M_N.png,38,Male
2,5,5,41.7723,5,2.2784,Unpleasant,Happy,2,9184.jpg,31M_H.png,31,Male
2,6,1,49.0506,5,2.7687,Pleasant,Happy,2,5825.jpg,43M_H.png,43,Male
2,7,4,56.8193,5,2.755,Unpleasant,Fearful,2,2375.1.jpg,35M_F.png,35,Male
2,8,2,64.5743,5,2.8888,Pleasant,Fearful,2,5830.jpg,16F_F.png,16,Female
2,9,1,72.4631,5,2.6371000000000002,Pleasant,Happy,2,2347.jpg,02F_H.png,02,Female
2,10,3,80.1002,5,4.1687,Pleasant,Neutral,2,2387.jpg,31M_N.png,31,Male
2,11,6,89.2689,5,3.6627,Unpleasant,Neutral,2,2490.jpg,18F_N.png,18,Female
2,12,5,97.9316,5,3.9648,Unpleasant,Happy,2,7380.jpg,39M_H.png,39,Male
2,13,4,106.8964,5,2.4505,Unpleasant,Fearful,2,2799.jpg,08F_F.png,08,Female
2,14,3,114.3469,5,3.1595,Pleasant,Neutral,2,2091.jpg,36M_N.png,36,Male
2,15,6,122.5065,5,4.4816,Unpleasant,Neutral,2,9909.jpg,01F_N.png,01,Female
2,16,2,131.988,5,3.455,Pleasant,Fearful,2,2550.jpg,23M_F.png,23,Male
2,17,5,140.443,5,3.9509,Unpleasant,Happy,2,9425.jpg,09F_H.png,09,Female
2,18,4,149.3939,5,2.7908,Unpleasant,Fearful,2,9900.jpg,15F_F.png,15,Female
2,19,1,157.1848,5,3.2419,Pleasant,Happy,2,1600.jpg,08F_H.png,08,Female
2,20,6,165.4267,5,2.1592,Unpleasant,Neutral,2,9415.jpg,05F_N.png,05,Female
2,21,2,172.586,5,2.0376,Pleasant,Fearful,2,5210.jpg,11F_F.png,11,Female
2,22,5,179.6235,5,2.0233,Unpleasant,Happy,2,6831.jpg,40M_H.png,40,Male
2,23,3,186.6468,5,2.4732,Pleasant,Neutral,2,2035.jpg,03F_N.png,03,Female
2,24,3,194.12,5,2.6722,Pleasant,Neutral,2,7200.jpg,16F_N.png,16,Female
2,25,4,201.7922,5,2.0797,Unpleasant,Fearful,2,2717.jpg,40M_F.png,40,Male
2,26,5,208.8719,5,2.8597,Unpleasant,Happy,2,9530.jpg,05F_H.png,05,Female
2,27,6,216.7316,5,3.5923,Unpleasant,Neutral,2,9561.jpg,22M_N.png,22,Male
2,28,4,225.3239,5,2.6297,Unpleasant,Fearful,2,9332.jpg,14F_F.png,14,Female
2,29,1,232.9536,5,2.2555,Pleasant,Happy,2,2045.jpg,34M_H.png,34,Male
2,30,5,240.2092,5,2.7144,Unpleasant,Happy,2,9911.jpg,03F_H.png,03,Female
2,31,2,247.9236,5,4.2029,Pleasant,Fearful,2,1630.jpg,20M_F.png,20,Male
2,32,3,257.1265,5,4.0512,Pleasant,Neutral,2,2154.jpg,25M_N.png,25,Male
2,33,4,266.1777,5,2.6685,Unpleasant,Fearful,2,9291.jpg,06F_F.png,06,Female
2,34,1,273.8463,5,2.9489,Pleasant,Happy,2,5000.jpg,12F_H.png,12,Female
2,35,2,281.7952,5,2.2518,Pleasant,Fearful,2,1710.jpg,21M_F.png,21,Male
2,36,3,289.0469,5,2.079,Pleasant,Neutral,2,1610.jpg,41M_N.png,41,Male
2,37,4,296.126,5,3.2089,Unpleasant,Fearful,2,9470.jpg,05F_F.png,05,Female
2,38,6,304.3348,5,3.7016,Unpleasant,Neutral,2,9920.jpg,33M_N.png,33,Male
2,39,5,313.0365,5,2.5252,Unpleasant,Happy,2,6825.jpg,32M_H.png,32,Male
2,40,1,320.5617,5,2.1362,Pleasant,Happy,2,4626.jpg,15F_H.png,15,Female
2,41,1,327.6979,5,2.2518,Pleasant,Happy,2,2340.jpg,42M_H.png,42,Male
2,42,3,334.9497,5,5.5861,Pleasant,Neutral,2,7470.jpg,17F_N.png,17,Female
2,43,2,345.5357,5,2.4592,Pleasant,Fearful,2,8497.jpg,25M_F.png,25,Male
2,44,4,352.9949,5,3.5498,Unpleasant,Fearful,2,9430.jpg,37M_F.png,37,Male
2,45,3,361.5447,5,3.329,Pleasant,Neutral,2,1440.jpg,14F_N.png,14,Female
2,46,1,369.8737,5,3.9696,Pleasant,Happy,2,2530.jpg,06F_H.png,06,Female
2,47,6,378.8434,5,3.2567,Unpleasant,Neutral,2,6838.jpg,13F_N.png,13,Female
2,48,5,387.1001,5,2.0584,Unpleasant,Happy,2,6220.jpg,07F_H.png,07,Female
2,49,4,394.1585,5,2.7748,Unpleasant,Fearful,2,2276.jpg,10F_F.png,10,Female
2,50,6,401.9333,5,3.2823,Unpleasant,Neutral,2,3220.jpg,12F_N.png,12,Female
2,51,2,410.2156,5,2.0157,Pleasant,Fearful,2,5001.jpg,09F_F.png,09,Female
2,52,5,417.2313,5,3.8205,Unpleasant,Happy,2,9423.jpg,33M_H.png,33,Male
2,53,3,426.0517,5,4.3063,Pleasant,Neutral,2,5833.jpg,11F_N.png,11,Female
2,54,1,435.3581,5,2.4121,Pleasant,Happy,2,2071.jpg,28M_H.png,28,Male
2,55,2,442.7702,5,2.4994,Pleasant,Fearful,2,2260.jpg,41M_F.png,41,Male
2,56,5,450.2696,5,2.2657,Unpleasant,Happy,2,7359.jpg,19F_H.png,19,Female
2,57,3,457.5353,5,2.3653,Pleasant,Neutral,2,7230.jpg,28M_N.png,28,Male
2,58,6,464.9006,5,2.6134,Unpleasant,Neutral,2,3300.jpg,21M_N.png,21,Male
2,59,2,472.5141,5,2.2078,Pleasant,Fearful,2,2650.jpg,17F_F.png,17,Female
2,60,1,479.7219,5,5.3128,Pleasant,Happy,2,2598.jpg,13F_H.png,13,Female
2,61,6,490.0346,5,2.978,Unpleasant,Neutral,2,9400.jpg,27M_N.png,27,Male
2,62,4,498.0127,5,4.5838,Unpleasant,Fearful,2,9340.jpg,29M_F.png,29,Male
2,63,5,507.5965,5,3.6315,Unpleasant,Happy,2,9830.jpg,27M_H.png,27,Male
2,64,6,516.2279,5,3.6529,Unpleasant,Neutral,2,2455.jpg,09F_N.png,09,Female
2,65,5,524.8809,5,3.3734,Unpleasant,Happy,2,2691.jpg,20M_H.png,20,Male
2,66,4,533.2543,5,3.2572,Unpleasant,Fearful,2,9571.jpg,15F_F.png,15,Female
2,67,2,541.5116,5,3.7773,Pleasant,Fearful,2,5725.jpg,22M_F.png,22,Male
2,68,3,550.2889,5,3.0375,Pleasant,Neutral,2,7270.jpg,24M_N.png,24,Male
2,69,4,558.3264,5,3.2413,Unpleasant,Fearful,2,2751.jpg,26M_F.png,26,Male
2,70,6,566.5677,5,2.7144,Unpleasant,Neutral,2,9599.jpg,19F_N.png,19,Female
2,71,2,574.2821,5,2.4592,Pleasant,Fearful,2,7330.jpg,06F_H.png,06,Female
2,72,1,581.7413,5,10,Pleasant,Happy,2,2395.jpg,08F_F.png,08,Female
3,1,1,10,5,3.6592,Pleasant,Happy,2,1600.jpg,05F_H.png,05,Female
3,2,2,18.6592,5,2.9081,Pleasant,Fearful,2,8497.jpg,35M_F.png,35,Male
3,3,6,26.5673,5,3.1544,Unpleasant,Neutral,2,7380.jpg,09F_N.png,09,Female
3,4,3,34.7217,5,2.5404,Pleasant,Neutral,2,7230.jpg,21M_N.png,21,Male
3,5,5,42.2621,5,2.658,Unpleasant,Happy,2,6220.jpg,11F_H.png,11,Female
3,6,1,49.92,5,2.1059,Pleasant,Happy,2,5825.jpg,27M_H.png,27,Male
3,7,4,57.0259,5,2.6511,Unpleasant,Fearful,2,2799.jpg,25M_F.png,25,Male
3,8,2,64.677,5,2.3106,Pleasant,Fearful,2,7470.jpg,22M_F.png,22,Male
3,9,1,71.9876,5,2.8834,Pleasant,Happy,2,2035.jpg,32M_H.png,32,Male
3,10,6,79.871,5,4.5838,Unpleasant,Neutral,2,2490.jpg,14F_N.png,14,Female
3,11,3,89.4548,5,2.5543,Pleasant,Neutral,2,2347.jpg,03F_N.png,03,Female
3,12,5,97.0091,5,2.6722,Unpleasant,Happy,2,9571.jpg,07F_H.png,07,Female
3,13,4,104.6813,5,2.0844,Unpleasant,Fearful,2,2276.jpg,40M_F.png,40,Male
3,14,3,111.7657,5,4.1544,Pleasant,Neutral,2,2045.jpg,33M_N.png,33,Male
3,15,6,120.9201,5,3.4067,Unpleasant,Neutral,2,9909.jpg,19F_N.png,19,Female
3,16,2,129.3268,5,3.7009,Pleasant,Fearful,2,1440.jpg,15F_F.png,15,Female
3,17,5,138.0277,5,2.9949,Unpleasant,Happy,2,9561.jpg,20M_H.png,20,Male
3,18,4,146.0226,5,2.2078,Unpleasant,Fearful,2,9340.jpg,21M_F.png,21,Male
3,19,1,153.2304,5,2.4654,Pleasant,Happy,2,2216.jpg,28M_H.png,28,Male
3,20,6,160.6959,5,2.1156,Unpleasant,Neutral,2,9332.jpg,05F_N.png,05,Female
3,21,2,167.8115,5,4.1,Pleasant,Fearful,2,2598.jpg,09F_F.png,09,Female
3,22,5,176.9115,5,2.3072,Unpleasant,Happy,2,9599.jpg,33M_H.png,33,Male
3,23,3,184.2188,5,2.033,Pleasant,Neutral,2,2395.jpg,25M_N.png,25,Male
3,24,3,191.2518,5,3.9648,Pleasant,Neutral,2,7270.jpg,31M_N.png,31,Male
3,25,4,200.2166,5,4.0623,Unpleasant,Fearful,2,7359.jpg,05F_F.png,05,Female
3,26,5,209.2789,5,3.7016,Unpleasant,Happy,2,9423.jpg,39M_H.png,39,Male
3,27,6,217.9805,5,3.4349,Unpleasant,Neutral,2,9425.jpg,22M_N.png,22,Male
3,28,4,226.4154,5,3.1595,Unpleasant,Fearful,2,9415.jpg,43M_F.png,43,Male
3,29,1,234.5749,5,4.7564,Pleasant,Happy,2,2530.jpg,12F_H.png,12,Female
3,30,2,244.3313,5,2.3646,Pleasant,Fearful,2,5001.jpg,26M_F.png,26,Male
3,31,5,251.696,5,2.8893,Unpleasant,Happy,2,9830.jpg,31M_H.png,31,Male
3,32,3,259.5852,5,2.5862,Pleasant,Neutral,2,1610.jpg,38M_N.png,38,Male
3,33,4,267.1714,5,2.1009,Unpleasant,Fearful,2,2751.jpg,20M_F.png,20,Male
3,34,1,274.2723,5,2.0502,Pleasant,Happy,2,2387.jpg,42M_H.png,42,Male
3,35,2,281.3225,5,2.9949,Pleasant,Fearful,2,4626.jpg,23M_F.png,23,Male
3,36,3,289.3174,5,3.615,Pleasant,Neutral,2,2154.jpg,12F_N.png,12,Female
3,37,4,297.9324,5,3.2823,Unpleasant,Fearful,2,9911.jpg,37M_F.png,37,Male
3,38,6,306.2147,5,4.3063,Unpleasant,Neutral,2,6838.jpg,13F_N.png,13,Female
3,39,5,315.521,5,2.6911,Unpleasant,Happy,2,3220.jpg,34M_H.png,34,Male
3,40,1,323.2121,5,2.0076,Pleasant,Happy,2,5830.jpg,09F_H.png,09,Female
3,41,1,330.2198,5,4.1616,Pleasant,Happy,2,5000.jpg,02F_H.png,02,Female
3,42,3,339.3814,5,2.7132,Pleasant,Neutral,2,2260.jpg,28M_N.png,28,Male
3,43,2,347.0946,5,5.5861,Pleasant,Fearful,2,2550.jpg,14F_F.png,14,Female
3,44,4,357.6807,5,3,Unpleasant,Fearful,2,9530.jpg,03F_F.png,03,Female
3,45,3,365.6807,5,3.5498,Pleasant,Neutral,2,5833.jpg,36M_N.png,36,Male
3,46,1,374.2305,5,2.4874,Pleasant,Happy,2,7200.jpg,43M_H.png,43,Male
3,47,6,381.7179,5,3.3059,Unpleasant,Neutral,2,3300.jpg,11F_N.png,11,Female
3,48,5,390.0238,5,2.3238,Unpleasant,Happy,2,6825.jpg,08F_H.png,08,Female
3,49,4,397.3476,5,3.0805,Unpleasant,Fearful,2,9900.jpg,29M_F.png,29,Male
